Név,Google Maps Link,Szélességi fok,Hosszúsági fok,Weboldal,Telefon,Cím,E-mail,Összes E-mail
Cintia Masszázs,https://www.google.com/maps/place/Cintia+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd9f8c4508a5:0x1ca424d7e3874077!8m2!3d47.5275026!4d19.1063757!16s%2Fg%2F11kg74xxkr!19sChIJpQhFjJ_dQUcRd0CH49ckpBw?authuser=0&hl=hu&rclk=1,47.5275026,19.1063757,https://cintiamasszazs.com/,06303029191,"Budapest, Erzsébet királyné útja 73, 1147",info@cintiamasszazs.com,info@cintiamasszazs.com
Frank Masszázs,https://www.google.com/maps/place/Frank+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd7602c1a81d:0x4bae00cf4bf1a67!8m2!3d47.512108!4d19.1442951!16s%2Fg%2F11s56v18wb!19sChIJHajBAnbdQUcRZxq_9AzgugQ?authuser=0&hl=hu&rclk=1,47.512108,19.1442951,http://www.frankmasszazs.hu/,,"Budapest, Ormánság u., 1144",ujvari.feri80@gmail.com,"ujvari.feri80@gmail.com, info@teratarhely.hu, ujvari.feri80@gmail.comTelefonsz"
Deep Relax Masszázs Stúdió,https://www.google.com/maps/place/Deep+Relax+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741db8c21dea791:0x792a5822c9792d0b!8m2!3d47.5177906!4d19.1227571!16s%2Fg%2F11s8hm4_0v!19sChIJkafeIYzbQUcRCy15ySJYKnk?authuser=0&hl=hu&rclk=1,47.5177906,19.1227571,https://www.facebook.com/deeprelaxmasszazs,06204312285,"Budapest, Turán tér 9, 1149",,
Masszázs Zugló,https://www.google.com/maps/place/Massz%C3%A1zs+Zugl%C3%B3/data=!4m7!3m6!1s0x4741db396a3e48cd:0x6403886ca344a483!8m2!3d47.5157958!4d19.1135285!16s%2Fg%2F11f6jxh88m!19sChIJzUg-ajnbQUcRg6REo2yIA2Q?authuser=0&hl=hu&rclk=1,47.5157958,19.1135285,http://www.masszazszuglo.hu/,,"Budapest, Szugló u. 64, 1145",info@domainem.hu,info@domainem.hu
"Kata Frissítő Kézi-, Gépi-, Vákuumos masszázs, Kimozgatás, Mentál eü. konzultáció, Autogén tréning","https://www.google.com/maps/place/Kata+Friss%C3%ADt%C5%91+K%C3%A9zi-,+G%C3%A9pi-,+V%C3%A1kuumos+massz%C3%A1zs,+Kimozgat%C3%A1s,+Ment%C3%A1l+e%C3%BC.+konzult%C3%A1ci%C3%B3,+Autog%C3%A9n+tr%C3%A9ning/data=!4m7!3m6!1s0x4741dca1f046a1f1:0xacc4df5dd5b3e26e!8m2!3d47.5037129!4d19.1152314!16s%2Fg%2F11c2l0mrjb!19sChIJ8aFG8KHcQUcRbuKz1V3fxKw?authuser=0&hl=hu&rclk=1",47.5037129,19.1152314,https://katus.iwk.hu/,06204344322,"Budapest, Bíbor u. 14, 1149",ugyfelszolgalat@naih.hu,ugyfelszolgalat@naih.hu
Németh Masszázs,https://www.google.com/maps/place/N%C3%A9meth+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db02d2107265:0x44e03fcc2e0c78bb!8m2!3d47.5237312!4d19.1237279!16s%2Fg%2F11l5kd3fwb!19sChIJZXIQ0gLbQUcRu3gMLsw_4EQ?authuser=0&hl=hu&rclk=1,47.5237312,19.1237279,https://nemeth-masszazs.webnode.hu/,06204808006,"Budapest, Szugló u. 125D-c-épület, 1141",info@domainem.hu,info@domainem.hu
Dorka Ágnes Masszázs,https://www.google.com/maps/place/Dorka+%C3%81gnes+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dba55a796deb:0x87a8c2b951bbb850!8m2!3d47.5256193!4d19.1196421!16s%2Fg%2F11vm9sy2_d!19sChIJ6215WqXbQUcRULi7UbnCqIc?authuser=0&hl=hu&rclk=1,47.5256193,19.1196421,https://dorkamasszazs.hu/,06307912391,"Budapest, Csömöri út 76, 1147",nagydorkaagnes@gmail.com,"nagydorkaagnes@gmail.com, info@dorkamasszazs.hu"
Sebi Massage,https://www.google.com/maps/place/Sebi+Massage/data=!4m7!3m6!1s0x4741db6a58f6e107:0x300c7945a9856c51!8m2!3d47.5205689!4d19.0944885!16s%2Fg%2F11t_v0xxyv!19sChIJB-H2WGrbQUcRUWyFqUV5DDA?authuser=0&hl=hu&rclk=1,47.5205689,19.0944885,https://www.facebook.com/sebimassage,06203828575,"Budapest, Amerikai út 81, 1145",,
Serenity Thai Massage Budapest,https://www.google.com/maps/place/Serenity+Thai+Massage+Budapest/data=!4m7!3m6!1s0x4741db864fc2ceed:0xcfdebc895c9be283!8m2!3d47.5242158!4d19.1576269!16s%2Fg%2F11x7zwm4x8!19sChIJ7c7CT4bbQUcRg-KbXIm83s8?authuser=0&hl=hu&rclk=1,47.5242158,19.1576269,https://www.serenitythaimassage.hu/,06306466046,"Budapest, Csömöri út 72, 1161",info@serenitythaimassage.hu,"info@serenitythaimassage.hu, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com"
Indiai Ayurveda Centrum Budapest,https://www.google.com/maps/place/Indiai+Ayurveda+Centrum+Budapest/data=!4m7!3m6!1s0x4741db5040cde34b:0xe85953fec3667d55!8m2!3d47.5133216!4d19.1377!16s%2Fg%2F11g71xxvj6!19sChIJS-PNQFDbQUcRVX1mw_5TWeg?authuser=0&hl=hu&rclk=1,47.5133216,19.1377,http://ayurvedakezeles.hu/,06705580590,"Budapest, Zsálya u. 22, 1141",shajuayurvedainfo@gmail.com,"shajuayurvedainfo@gmail.com, shajuayurveda@gmail.com"
Örs Fitness & Masszázs Szalon,https://www.google.com/maps/place/%C3%96rs+Fitness+%26+Massz%C3%A1zs+Szalon/data=!4m7!3m6!1s0x4741db5567439a9d:0x357918d0fd59369a!8m2!3d47.5041464!4d19.1421513!16s%2Fg%2F1q6h_ysmm!19sChIJnZpDZ1XbQUcRmjZZ_dAYeTU?authuser=0&hl=hu&rclk=1,47.5041464,19.1421513,http://www.ors-fitness.hu/,06207741342,"Budapest, Kerepesi út 104, 1144",melus@orsmasszazs.hu,melus@orsmasszazs.hu
Életoázis Egészségközpont,https://www.google.com/maps/place/%C3%89leto%C3%A1zis+Eg%C3%A9szs%C3%A9gk%C3%B6zpont/data=!4m7!3m6!1s0x4741db70eb7448e7:0x85dc9a02949b8b44!8m2!3d47.521684!4d19.1062277!16s%2Fg%2F1hfhjst1b!19sChIJ50h063DbQUcRRIublAKa3IU?authuser=0&hl=hu&rclk=1,47.521684,19.1062277,http://www.eletoazis.hu/,06304794481,"Budapest, Kerékgyártó u. 2 116-2., Kaputelefon: 116, 1147",,
"Mandy's Beauty & Shape| alakformáló masszázs, köpölyözés nyirokmasszázs fogások, narancsbőr kezelés","https://www.google.com/maps/place/Mandy%27s+Beauty+%26+Shape%7C+alakform%C3%A1l%C3%B3+massz%C3%A1zs,+k%C3%B6p%C3%B6ly%C3%B6z%C3%A9s+nyirokmassz%C3%A1zs+fog%C3%A1sok,+narancsb%C5%91r+kezel%C3%A9s/data=!4m7!3m6!1s0x4741db5e7f9c0341:0x75e5d89e3f6c5bc4!8m2!3d47.5121554!4d19.1409426!16s%2Fg%2F11nghs9p3l!19sChIJQQOcf17bQUcRxFtsP57Y5XU?authuser=0&hl=hu&rclk=1",47.5121554,19.1409426,https://linktr.ee/mandysbeautyandshape,06309138753,"Budapest Vezér utca 69/D 44-es kapucsengő, 1144",,
Masszázs Stúdió Zugló,https://www.google.com/maps/place/Massz%C3%A1zs+St%C3%BAdi%C3%B3+Zugl%C3%B3/data=!4m7!3m6!1s0x4741ddf3cc75b4e9:0x25b0a5653decfde1!8m2!3d47.5063462!4d19.0929469!16s%2Fg%2F11x8vvh7dq!19sChIJ6bR1zPPdQUcR4f3sPWWlsCU?authuser=0&hl=hu&rclk=1,47.5063462,19.0929469,https://frissitomasszazs.hu/masszazs-studio.html,06306062474,"Budapest, Szabó József u. 8/a, 1146",,
Osztrosics Petra Gyógy- és sportmasszőr,https://www.google.com/maps/place/Osztrosics+Petra+Gy%C3%B3gy-+%C3%A9s+sportmassz%C5%91r/data=!4m7!3m6!1s0x4741dc66b15afc65:0xf9a1445d34f1997!8m2!3d47.5159778!4d19.1133709!16s%2Fg%2F11f122043n!19sChIJZfxasWbcQUcRlxlP00UUmg8?authuser=0&hl=hu&rclk=1,47.5159778,19.1133709,http://www.masszazszuglo.hu/,,"Budapest, Szugló u. 64, 1145",info@domainem.hu,info@domainem.hu
Szkárossy Masszázs Műhely,https://www.google.com/maps/place/Szk%C3%A1rossy+Massz%C3%A1zs+M%C5%B1hely/data=!4m7!3m6!1s0x4741db74476f9475:0xfdf1a246d4c404d2!8m2!3d47.5267323!4d19.105218!16s%2Fg%2F11f1jwqpq8!19sChIJdZRvR3TbQUcR0gTE1Eai8f0?authuser=0&hl=hu&rclk=1,47.5267323,19.105218,http://www.masszazs-szkarossy.hu/,06703339744,"Budapest, Erzsébet királyné útja 62/a, 1142",info@domainem.hu,info@domainem.hu
Pure Relaxation By Fanni,https://www.google.com/maps/place/Pure+Relaxation+By+Fanni/data=!4m7!3m6!1s0x4741dbad51a362f7:0xd441d41d6bf9174a!8m2!3d47.5230577!4d19.1137773!16s%2Fg%2F11m6j7yykw!19sChIJ92KjUa3bQUcRShf5ax3UQdQ?authuser=0&hl=hu&rclk=1,47.5230577,19.1137773,https://www.facebook.com/profile.php?id=61565533024885,06204197972,"Budapest, Hermina Beauty Med Szépségszalon, Fűrész u. 65, 1144",,
Anyu pihen! - Masszázs terápia,https://www.google.com/maps/place/Anyu+pihen!+-+Massz%C3%A1zs+ter%C3%A1pia/data=!4m7!3m6!1s0x4741db95dfb32a4f:0x1d1483d04fb80e70!8m2!3d47.5051988!4d19.1347586!16s%2Fg%2F11sx38ch98!19sChIJTyqz35XbQUcRcA64T9CDFB0?authuser=0&hl=hu&rclk=1,47.5051988,19.1347586,https://www.anyupihen.hu/,06302470932,"Budapest, Örs vezér tere 5, 1148",2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,"2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, anyupihen@gmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, annamari.dobai@gmail.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com"
Masszázs TGM,https://www.google.com/maps/place/Massz%C3%A1zs+TGM/data=!4m7!3m6!1s0x4741dbdf70f7154b:0x3a795c2133fff793!8m2!3d47.5163728!4d19.123983!16s%2Fg%2F11rxm7x47t!19sChIJSxX3cN_bQUcRk_f_MyFceTo?authuser=0&hl=hu&rclk=1,47.5163728,19.123983,http://www.masszazstgmzuglo.hu/,06308632070,"Budapest, Adria stny. 2, 1148",info@masszazstgmzuglo.hu,"info@masszazstgmzuglo.hu, example@mail.com"
Masszázsoázis,https://www.google.com/maps/place/Massz%C3%A1zso%C3%A1zis/data=!4m7!3m6!1s0x4741db44a293f79f:0x8a41c0609e3f60ac!8m2!3d47.517166!4d19.1315376!16s%2Fg%2F1ydddkjms!19sChIJn_eTokTbQUcRrGA_nmDAQYo?authuser=0&hl=hu&rclk=1,47.517166,19.1315376,https://masszazsoazis.net/,06203834904,"Budapest, Vezér u 121, 1141",masszazsoazis@gmail.com,masszazsoazis@gmail.com
"Surányi Head Spa Zugló – Head spa, vegyszermentes fodrászat, kozmetika, oxigénterápia, Nail Spa","https://www.google.com/maps/place/Sur%C3%A1nyi+Head+Spa+Zugl%C3%B3+%E2%80%93+Head+spa,+vegyszermentes+fodr%C3%A1szat,+kozmetika,+oxig%C3%A9nter%C3%A1pia,+Nail+Spa/data=!4m7!3m6!1s0x4741db7bc3712213:0xe10039c617a3aee!8m2!3d47.5116433!4d19.1157187!16s%2Fg%2F11wv7216d6!19sChIJEyJxw3vbQUcR7jp6YZwDEA4?authuser=0&hl=hu&rclk=1",47.5116433,19.1157187,https://www.suranyiszalon.hu/,06205484533,"Budapest, Egressy út 63, 1149",info@suranyiszalon.hu,"info@suranyiszalon.hu, %20info@suranyiszalon.hu"
"Gyógymasszázs, Kata Masszőrmester","https://www.google.com/maps/place/Gy%C3%B3gymassz%C3%A1zs,+Kata+Massz%C5%91rmester/data=!4m7!3m6!1s0x4741db12e7f2b74d:0xadd065648c75407a!8m2!3d47.529304!4d19.1197631!16s%2Fg%2F1hm4xrms3!19sChIJTbfy5xLbQUcRekB1jGRl0K0?authuser=0&hl=hu&rclk=1",47.529304,19.1197631,https://masszormester.hu/,06203600134,"Budapest, Telepes u. 100, 1147",masszormester@gmail.com,masszormester@gmail.com
LÉLEKVARÁZS Masszázs,https://www.google.com/maps/place/L%C3%89LEKVAR%C3%81ZS+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c5cef469a777:0x301c91a1de85b3aa!8m2!3d47.5042184!4d19.1399292!16s%2Fg%2F11rdc1ccny!19sChIJd6dp9M7FQUcRqrOF3qGRHDA?authuser=0&hl=hu&rclk=1,47.5042184,19.1399292,,06704313227,"Budapest, Kerepesi út 92, 1144",,
"Gőz Enikő, Gyógymasszőr","https://www.google.com/maps/place/G%C5%91z+Enik%C5%91,+Gy%C3%B3gymassz%C5%91r/data=!4m7!3m6!1s0x4741ddae56674609:0x7a30bc84d7915e4a!8m2!3d47.5030445!4d19.1112156!16s%2Fg%2F11tf53vb29!19sChIJCUZnVq7dQUcRSl6R14S8MHo?authuser=0&hl=hu&rclk=1",47.5030445,19.1112156,https://www.facebook.com/GozEnikoGyogymasszor/,06703585363,"Budapest, Francia út 9, 1143",,
Rózsakvarc Masszázs Szalon,https://www.google.com/maps/place/R%C3%B3zsakvarc+Massz%C3%A1zs+Szalon/data=!4m7!3m6!1s0x4741db9abd1bbce3:0xde31abf70305dc83!8m2!3d47.529496!4d19.119751!16s%2Fg%2F11t2cj88bn!19sChIJ47wbvZrbQUcRg9wFA_erMd4?authuser=0&hl=hu&rclk=1,47.529496,19.119751,,06304737127,"Budapest, Telepes u. 104, 1147",,
Masszázs birodalom,https://www.google.com/maps/place/Massz%C3%A1zs+birodalom/data=!4m7!3m6!1s0x4741dd5f9a1a56f3:0xe8b73d0f725b484e!8m2!3d47.524201!4d19.098683!16s%2Fg%2F11nx1ksqs6!19sChIJ81Yaml_dQUcRTkhbcg89t-g?authuser=0&hl=hu&rclk=1,47.524201,19.098683,,,"Budapest, Kassai tér 12, 1142",,
Aranykapu Masszázs Szalon,https://www.google.com/maps/place/Aranykapu+Massz%C3%A1zs+Szalon/data=!4m7!3m6!1s0x4741db9bb9905c4f:0x1c2971a659c4b2a4!8m2!3d47.5171132!4d19.1114112!16s%2Fg%2F11vr9729xc!19sChIJT1yQuZvbQUcRpLLEWaZxKRw?authuser=0&hl=hu&rclk=1,47.5171132,19.1114112,https://nyitvavanaz.hu/,06709489590,"Budapest, Bosnyák u 14-18, 1145",ogyumolcsos@gmail.com,ogyumolcsos@gmail.com
Somarelax,https://www.google.com/maps/place/Somarelax/data=!4m7!3m6!1s0x4741db5b37da285d:0xb63038a48ef3e755!8m2!3d47.5120325!4d19.113648!16s%2Fg%2F11gnsfnynn!19sChIJXSjaN1vbQUcRVefzjqQ4MLY?authuser=0&hl=hu&rclk=1,47.5120325,19.113648,http://somarelax.hu/,06209133830,"Budapest, Róna u. 106-108, 1149",,
Paskál Gyógy- és Strandfürdő,https://www.google.com/maps/place/Pask%C3%A1l+Gy%C3%B3gy-+%C3%A9s+Strandf%C3%BCrd%C5%91/data=!4m7!3m6!1s0x4741db41863cc08d:0xabb950bfde65fb08!8m2!3d47.52096!4d19.128207!16s%2Fg%2F1tf27g3p!19sChIJjcA8hkHbQUcRCPtl3r9Quas?authuser=0&hl=hu&rclk=1,47.52096,19.128207,http://www.paskalfurdo.hu/,0612526944,"Budapest, Egressy út 178/F, 1141",,
Lazító Kezek Masszázs és Shiatsu - Örs Fitness,https://www.google.com/maps/place/Laz%C3%ADt%C3%B3+Kezek+Massz%C3%A1zs+%C3%A9s+Shiatsu+-+%C3%96rs+Fitness/data=!4m7!3m6!1s0x4741db0fccb1a8a9:0xaefa7d288497373d!8m2!3d47.5041464!4d19.1421513!16s%2Fg%2F11h1pdxqlq!19sChIJqaixzA_bQUcRPTeXhCh9-q4?authuser=0&hl=hu&rclk=1,47.5041464,19.1421513,http://www.lazitokezek.hu/,06303614236,"Budapest, Kerepesi út 104, 1144",csilla@lazitokezek.hu,csilla@lazitokezek.hu
Ayurvédikus jóga és masszázs,https://www.google.com/maps/place/Ayurv%C3%A9dikus+j%C3%B3ga+%C3%A9s+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db6dfb8153b7:0x7743b143b6467eb!8m2!3d47.521414!4d19.1047575!16s%2Fg%2F11k3tqccz_!19sChIJt1OB-23bQUcR62dkOxQ7dAc?authuser=0&hl=hu&rclk=1,47.521414,19.1047575,,06205502457,"Budapest, Nagy Lajos király útja 194, 1149",,
Levendula Masszázs Sziget - Masszázs 16. kerület,https://www.google.com/maps/place/Levendula+Massz%C3%A1zs+Sziget+-+Massz%C3%A1zs+16.+ker%C3%BClet/data=!4m7!3m6!1s0x4741c4c281baf703:0xe649f075b1fed618!8m2!3d47.5097495!4d19.1848995!16s%2Fg%2F1hhwsh679!19sChIJA_e6gcLEQUcRGNb-sXXwSeY?authuser=0&hl=hu&rclk=1,47.5097495,19.1848995,https://www.levendulamasszazssziget.hu/,06203902215,"Budapest, Veres Péter út 77, 1163",info@domainem.hu,"info@domainem.hu, levendulamasszazssziget@gmail.com"
My Spa LPG testkezelő és InfraslimX szalon,https://www.google.com/maps/place/My+Spa+LPG+testkezel%C5%91+%C3%A9s+InfraslimX+szalon/data=!4m7!3m6!1s0x2ec4f8fbf161d879:0xe3ef59b6a74fdf8f!8m2!3d47.5200869!4d19.1196033!16s%2Fg%2F11rwjwk060!19sChIJedhh8fv4xC4Rj99Pp7ZZ7-M?authuser=0&hl=hu&rclk=1,47.5200869,19.1196033,https://myspa.hu/,06702174808,"Budapest, Szugló u. 105, 1141",myspazuglo@gmail.com,myspazuglo@gmail.com
Horus Massage,https://www.google.com/maps/place/Horus+Massage/data=!4m7!3m6!1s0x4741dc9cd71bd2b1:0xd932a360b8c54273!8m2!3d47.507819!4d19.1027169!16s%2Fg%2F11flzfwfhh!19sChIJsdIb15zcQUcRc0LFuGCjMtk?authuser=0&hl=hu&rclk=1,47.507819,19.1027169,https://horus-massage.hu/,06209248466,"Budapest, Hungária krt. 110, 1143",horus.massage@gmail.com,horus.massage@gmail.com
Aurum masszázs,https://www.google.com/maps/place/Aurum+massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd444dcbbdb3:0x23a6f84b30f177ae!8m2!3d47.5075981!4d19.1088031!16s%2Fg%2F11mctyrz4y!19sChIJs73LTUTdQUcRrnfxMEv4piM?authuser=0&hl=hu&rclk=1,47.5075981,19.1088031,https://app.minup.io/book/aurum-masszazs,,"Budapest, Egressy út 23-25, 1149",,
Karalyos Tibor masszázs,https://www.google.com/maps/place/Karalyos+Tibor+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db1512963dbd:0xc4f5c03c4f0fdabe!8m2!3d47.5042343!4d19.1422828!16s%2Fg%2F11y5m16q9p!19sChIJvT2WEhXbQUcRvtoPTzzA9cQ?authuser=0&hl=hu&rclk=1,47.5042343,19.1422828,,06707425152,"Budapest, Kerepesi út 104, 1144",,
Masszázs - Zugló,https://www.google.com/maps/place/Massz%C3%A1zs+-+Zugl%C3%B3/data=!4m7!3m6!1s0x4741db106f91ba93:0x82ce0ca652679e78!8m2!3d47.519586!4d19.1029583!16s%2Fg%2F11gr0d2t1t!19sChIJk7qRbxDbQUcReJ5nUqYMzoI?authuser=0&hl=hu&rclk=1,47.519586,19.1029583,,06707733988,"Budapest, Róna u. 192, 1145",,
Kylin Thai Masszázs és jól-lét tér,https://www.google.com/maps/place/Kylin+Thai+Massz%C3%A1zs+%C3%A9s+j%C3%B3l-l%C3%A9t+t%C3%A9r/data=!4m7!3m6!1s0x4741c54f46378993:0xadb56cfe7168f194!8m2!3d47.5072925!4d19.1716037!16s%2Fg%2F11w8m16g37!19sChIJk4k3Rk_FQUcRlPFocf5sta0?authuser=0&hl=hu&rclk=1,47.5072925,19.1716037,https://kylin.hu/,06703694310,"Budapest, Veres Péter út 15/A, 1163",hello@kylin.hu,hello@kylin.hu
Masszázsda,https://www.google.com/maps/place/Massz%C3%A1zsda/data=!4m7!3m6!1s0x4741db44853d427d:0x6918837b8ebaf9e5!8m2!3d47.5177157!4d19.1319024!16s%2Fg%2F11g9vm48my!19sChIJfUI9hUTbQUcR5fm6jnuDGGk?authuser=0&hl=hu&rclk=1,47.5177157,19.1319024,http://www.masszazsda.hu/,06302630318,"Budapest, Mogyoródi út 129, 1141",,
Kriszti Masszázs,https://www.google.com/maps/place/Kriszti+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db7a1cc5c5c9:0xcfe4319441ea1949!8m2!3d47.5156986!4d19.1423465!16s%2Fg%2F11gxylmxzv!19sChIJycXFHHrbQUcRSRnqQZQx5M8?authuser=0&hl=hu&rclk=1,47.5156986,19.1423465,http://masszazskriszti.webnode.hu/,06204705964,"Budapest, Zsálya u. 53, 1144",,
Csillag Masszázs Stúdió,https://www.google.com/maps/place/Csillag+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741dd774c057f3d:0x3a186771da779437!8m2!3d47.5032748!4d19.1050367!16s%2Fg%2F11jcbt8hps!19sChIJPX8FTHfdQUcRN5R32nFnGDo?authuser=0&hl=hu&rclk=1,47.5032748,19.1050367,https://csillag-masszazs.salonic.hu/employees/7692,06303312693,"Budapest, Stefánia út 13, 1143",,
GROGOTA | S.I terápia · Yin jóga · Hangtál élmény,https://www.google.com/maps/place/GROGOTA+%7C+S.I+ter%C3%A1pia+%C2%B7+Yin+j%C3%B3ga+%C2%B7+Hangt%C3%A1l+%C3%A9lm%C3%A9ny/data=!4m7!3m6!1s0x4741db22a63b7045:0x8226b4807bacfffe!8m2!3d47.5215947!4d19.0971186!16s%2Fg%2F11f11n_pyf!19sChIJRXA7piLbQUcR_v-se4C0JoI?authuser=0&hl=hu&rclk=1,47.5215947,19.0971186,http://www.grogota.hu/,06305507197,"Budapest, Dorozsmai u. 13/b, 1142",grogota@gmail.com,grogota@gmail.com
Prosztata masszázs,https://www.google.com/maps/place/Prosztata+massz%C3%A1zs/data=!4m7!3m6!1s0x4741dd3821e23ccf:0x8d5676b25f2367f3!8m2!3d47.5205303!4d19.1106792!16s%2Fg%2F11h461sp6f!19sChIJzzziITjdQUcR82cjX7J2Vo0?authuser=0&hl=hu&rclk=1,47.5205303,19.1106792,https://vagyosveny.hu/prosztata-masszazs/,06702463036,"Budapest, Telepes u. 1/b, 1147",zsuzsanna.masszazs@gmail.com,zsuzsanna.masszazs@gmail.com
Sunrise Masszázs,https://www.google.com/maps/place/Sunrise+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dbdbd0460cb5:0x6f5e03812dd33758!8m2!3d47.5247403!4d19.0946595!16s%2Fg%2F11lp30n8t2!19sChIJtQxG0NvbQUcRWDfTLYEDXm8?authuser=0&hl=hu&rclk=1,47.5247403,19.0946595,https://www.facebook.com/profile.php?id=61559828127252,06308908985,"Budapest, Szőnyi út 15/a, 1142",,
"Zuglói Sóbarlang, Sóterápia","https://www.google.com/maps/place/Zugl%C3%B3i+S%C3%B3barlang,+S%C3%B3ter%C3%A1pia/data=!4m7!3m6!1s0x4741db55cd1adac1:0x3a9b17f44590466!8m2!3d47.5066737!4d19.1394135!16s%2Fg%2F11c1xfj59w!19sChIJwdoazVXbQUcRZgRZRH-xqQM?authuser=0&hl=hu&rclk=1",47.5066737,19.1394135,http://www.zugloisobarlang.hu/,06309950572,"Budapest, Füredi u. 18, 1144",szilvia.patrascanu@gmail.com,szilvia.patrascanu@gmail.com
VGYKE Masszázs,https://www.google.com/maps/place/VGYKE+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dbbba206286b:0x9be1508f6b738130!8m2!3d47.5196996!4d19.1033492!16s%2Fg%2F11fcsj394x!19sChIJaygGorvbQUcRMIFza49Q4Zs?authuser=0&hl=hu&rclk=1,47.5196996,19.1033492,,0614454036,"Budapest, Róna u. 192, 1145",,
Niki masszázs specialista,https://www.google.com/maps/place/Niki+massz%C3%A1zs+specialista/data=!4m7!3m6!1s0x4741dc62aada09db:0x24e5b0cc3119c792!8m2!3d47.5067456!4d19.1258343!16s%2Fg%2F11hbt6fb9_!19sChIJ2wnaqmLcQUcRkscZMcyw5SQ?authuser=0&hl=hu&rclk=1,47.5067456,19.1258343,http://niki-masszazs.salonic.hu/,06206239926,"Budapest, Fogarasi út 43/c, 1148",,
Csengeri Rozália masszázs és pedikűr/ Zugló,https://www.google.com/maps/place/Csengeri+Roz%C3%A1lia+massz%C3%A1zs+%C3%A9s+pedik%C5%B1r%2F+Zugl%C3%B3/data=!4m7!3m6!1s0x4741db4477ff8177:0x8577030b3d3296dc!8m2!3d47.5141715!4d19.1142284!16s%2Fg%2F11rjvbmr7h!19sChIJd4H_d0TbQUcR3JYyPQsDd4U?authuser=0&hl=hu&rclk=1,47.5141715,19.1142284,https://masszazspedikurzuglo.webnode.hu/,06705488278,"Budapest, Kövér Lajos u. 32, 1149",info@domainem.hu,info@domainem.hu
MAGNIT BEAUTY,https://www.google.com/maps/place/MAGNIT+BEAUTY/data=!4m7!3m6!1s0x4741db825a928e7f:0x307a5104b6407a74!8m2!3d47.5130236!4d19.119776!16s%2Fg%2F11tjl5g_9c!19sChIJf46SWoLbQUcRdHpAtgRRejA?authuser=0&hl=hu&rclk=1,47.5130236,19.119776,,06706656383,"Budapest, Angol u. 43, 1148",,
Massage4You - Masszázs Neked! Masszázsszolgáltatás Zuglóban,https://www.google.com/maps/place/Massage4You+-+Massz%C3%A1zs+Neked!+Massz%C3%A1zsszolg%C3%A1ltat%C3%A1s+Zugl%C3%B3ban/data=!4m7!3m6!1s0x4741dbadd3606411:0x1df11883c8a3665!8m2!3d47.5048848!4d19.1046509!16s%2Fg%2F11nz0s342b!19sChIJEWRg063bQUcRZTaKPIgR3wE?authuser=0&hl=hu&rclk=1,47.5048848,19.1046509,,06306892582,"Budapest, Szobránc u. 15B, 1143",,
KAQUN ZUGLÓ Budapest Oxigén Wellness SPA és KAQUN víz Központ,https://www.google.com/maps/place/KAQUN+ZUGL%C3%93+Budapest+Oxig%C3%A9n+Wellness+SPA+%C3%A9s+KAQUN+v%C3%ADz+K%C3%B6zpont/data=!4m7!3m6!1s0x4741db6d97701f35:0xe136debd4fc3a29b!8m2!3d47.5258503!4d19.1159244!16s%2Fg%2F1tjbqymh!19sChIJNR9wl23bQUcRm6LDT73eNuE?authuser=0&hl=hu&rclk=1,47.5258503,19.1159244,http://kaqun-zuglo.com/,0617893755,"Budapest, Telepes u. 58, 1147",,
